date,open,close
2020-03-23,5842.14,6266.28
2020-03-24,6733.16,6697.39
2020-03-25,6522.0,6622.38
2020-03-26,6603.41,6657.93
2020-03-27,6620.59,6657.02
2020-03-30,6355.55,6366.74
2020-03-31,6387.73,6463.47
2020-04-01,6297.0,6200.81
2020-04-02,6690.6,6803.25
2020-04-03,7004.94,6768.15
2020-04-06,7099.01,7265.86
2020-04-07,7381.03,7287.55
2020-04-08,7292.26,7306.09
2020-04-09,7184.0,7262.85
2020-04-13,6771.01,6772.74
2020-04-14,6827.78,6918.18
2020-04-15,6782.86,6730.01
2020-04-16,7023.98,7070.79
2020-04-17,7075.23,7072.71
2020-04-20,6965.42,6768.88
2020-04-21,6792.79,6864.92
2020-04-22,6955.81,7085.57
2020-04-23,7133.89,7522.01
2020-04-24,7494.03,7521.58
2020-04-27,7717.89,7698.32
2020-04-28,7728.62,7717.04
2020-04-29,8126.97,8721.22
2020-04-30,8837.98,8836.01
2020-05-01,8995.73,8727.82
2020-05-04,8672.57,8830.14
2020-05-05,8845.64,8905.0
2020-05-06,9313.96,9237.73
2020-05-07,9280.05,9863.93
2020-05-08,9899.35,9945.99
2020-05-11,8926.17,8746.86
2020-05-12,8800.91,8792.19
2020-05-13,9036.38,9151.24
2020-05-14,9686.71,9660.0
2020-05-15,9593.53,9337.83
2020-05-18,9634.89,9701.7
2020-05-19,9752.24,9644.13
2020-05-20,9731.22,9531.99
2020-05-21,9389.97,9065.53
2020-05-22,9166.0,9173.72
2020-05-26,8869.32,8800.0
2020-05-27,9148.87,9159.99
2020-05-28,9267.22,9452.25
2020-05-29,9403.98,9404.98
2020-06-01,9512.8,9572.48
2020-06-02,10116.68,9508.83
2020-06-03,9617.92,9577.18
2020-06-04,9622.18,9817.64
2020-06-05,9697.79,9725.0
2020-06-08,9742.68,9694.65
2020-06-09,9721.23,9731.15
2020-06-10,9728.41,9852.18
2020-06-11,9787.58,9280.93
2020-06-12,9495.6,9431.21
2020-06-15,9117.69,9418.57
2020-06-16,9509.17,9507.52
2020-06-17,9478.61,9300.83
2020-06-18,9432.67,9397.99
2020-06-19,9385.84,9307.37
2020-06-22,9459.84,9563.47
2020-06-23,9634.09,9640.48
2020-06-24,9331.32,9299.0
2020-06-25,9255.79,9287.06
2020-06-26,9189.38,9166.8
2020-06-29,9097.37,9158.1
2020-06-30,9148.89,9134.73
2020-07-01,9159.06,9240.01
2020-07-02,9196.79,9055.15
2020-07-06,9223.0,9289.65
2020-07-07,9270.52,9238.5
2020-07-08,9309.83,9430.0
2020-07-09,9401.7,9218.14
2020-07-10,9161.49,9235.57
2020-07-13,9309.03,9235.07
2020-07-14,9232.81,9268.92
2020-07-15,9219.22,9185.46
2020-07-16,9081.62,9126.13
2020-07-17,9138.92,9164.75
2020-07-20,9147.72,9158.65
2020-07-21,9344.64,9354.35
2020-07-22,9344.69,9373.88
2020-07-23,9507.01,9595.8
2020-07-24,9532.09,9581.76
2020-07-27,10255.93,10792.0
2020-07-28,10983.89,10993.97
2020-07-29,11101.0,11204.59
2020-07-30,10925.82,11116.82
2020-07-31,11218.86,11317.26
2020-08-03,11231.15,11399.46
2020-08-04,11117.91,11221.37
2020-08-05,11438.07,11645.0
2020-08-06,11692.49,11863.72
2020-08-07,11755.31,11489.0
2020-08-10,11733.13,11863.03
2020-08-11,11741.47,11387.05
2020-08-12,11460.44,11568.98
2020-08-13,11552.12,11506.17
2020-08-14,11760.81,11801.94
2020-08-17,11908.67,12328.53
2020-08-18,12165.76,11982.0
2020-08-19,11842.15,11649.84
2020-08-20,11817.14,11843.09
2020-08-21,11715.6,11670.83
2020-08-24,11793.04,11748.39
2020-08-25,11614.44,11294.0
2020-08-26,11378.59,11460.05
2020-08-27,11310.01,11244.09
2020-08-28,11471.99,11498.13
2020-08-31,11680.72,11725.0
2020-09-01,11868.98,11957.41
2020-09-02,11406.01,11389.21
2020-09-03,11208.01,10682.69
2020-09-04,10422.52,10570.13
2020-09-08,9981.74,9991.21
2020-09-09,10221.47,10276.77
2020-09-10,10292.61,10270.01
2020-09-11,10252.6,10323.2
2020-09-14,10469.92,10665.0
2020-09-15,10821.15,10783.36
2020-09-16,10899.0,10982.2
2020-09-17,10877.65,10916.63
2020-09-18,10977.4,10866.55
2020-09-21,10636.46,10498.55
2020-09-22,10452.11,10491.97
2020-09-23,10474.46,10293.0
2020-09-24,10410.0,10653.82
2020-09-25,10630.0,10718.31
2020-09-28,10877.91,10869.0
2020-09-29,10758.91,10737.49
2020-09-30,10680.53,10706.48
2020-10-01,10903.16,10617.74
2020-10-02,10436.63,10515.04
2020-10-05,10666.53,10730.78
2020-10-06,10697.19,10571.36
2020-10-07,10600.41,10650.34
2020-10-08,10606.17,10878.83
2020-10-09,11050.44,11034.28
2020-10-12,11244.41,11546.93
2020-10-13,11486.37,11387.83
2020-10-14,11362.93,11342.25
2020-10-15,11315.38,11520.93
2020-10-16,11369.27,11308.11
2020-10-19,11477.0,11689.99
2020-10-20,11778.85,11912.35
2020-10-21,12334.36,12680.75
2020-10-22,12967.01,13072.48
2020-10-23,12968.96,12918.99
2020-10-26,13145.01,13004.5
2020-10-27,13449.8,13656.89
2020-10-28,13318.33,13165.31
2020-10-29,13051.68,13492.51
2020-10-30,13347.8,13536.44
2020-11-02,13402.18,13553.65
2020-11-03,13532.15,13721.27
2020-11-04,13721.0,14102.26
2020-11-05,14717.61,15120.88
2020-11-06,15572.35,15435.99
2020-11-09,15802.4,15360.0
2020-11-10,15279.24,15297.94
2020-11-11,15574.48,15807.58
2020-11-12,15762.55,16063.81
2020-11-13,16225.0,16282.0
2020-11-16,16235.67,16779.01
2020-11-17,16994.11,17685.22
2020-11-18,18249.99,17659.9
2020-11-19,17765.32,17955.8
2020-11-20,18263.69,18627.38
2020-11-23,18567.7,18444.44
2020-11-24,19064.99,19160.01
2020-11-25,19281.55,18981.29
2020-11-27,16789.46,16803.14
2020-11-30,18600.94,19259.98
2020-12-01,19425.4,19069.79
2020-12-02,19127.31,19101.1
2020-12-03,19396.49,19414.29
2020-12-04,18834.48,19038.73
2020-12-07,19103.79,18967.01
2020-12-08,18762.95,18795.74
2020-12-09,18244.94,18260.03
2020-12-10,18192.5,18403.1
2020-12-11,17647.71,17977.0
2020-12-14,19106.43,19175.88
2020-12-15,19293.54,19530.38
2020-12-16,19739.78,20736.87
2020-12-17,22752.15,22899.08
2020-12-18,22886.18,22762.28
2020-12-21,22646.7,22816.62
2020-12-22,23119.47,23404.27
2020-12-23,23064.01,23556.91
2020-12-24,23218.67,23287.15
2020-12-28,26859.07,26996.74
2020-12-29,26874.55,26931.62
2020-12-30,27836.95,28776.46
2020-12-31,28910.29,28897.83
2021-01-04,30742.99,31665.51
2021-01-05,31776.66,33697.75
2021-01-06,34918.54,34816.72
2021-01-07,37825.64,39062.0
2021-01-08,41286.67,40365.09
2021-01-11,34198.55,32254.62
2021-01-12,35410.99,34685.11
2021-01-13,34385.48,36002.25
2021-01-14,38365.86,39876.98
2021-01-15,38108.87,35217.26
2021-01-19,37263.73,36279.82
2021-01-20,34426.17,35197.12
2021-01-21,32206.89,32468.66
2021-01-22,31712.09,33589.52
2021-01-25,33185.25,33411.54
2021-01-26,31798.65,32208.33
2021-01-27,30635.74,30740.33
2021-01-28,31437.37,32564.71
2021-01-29,37023.83,34318.57
2021-02-01,34183.33,33838.13
2021-02-02,34722.97,35762.03
2021-02-03,35969.41,36788.89
2021-02-04,37319.43,37467.18
2021-02-05,37691.32,37608.92
2021-02-08,39423.08,43051.95
2021-02-09,46390.95,47060.18
2021-02-10,46586.55,45190.05
2021-02-11,46061.48,47754.03
2021-02-12,47560.06,47272.95
2021-02-16,48915.49,48537.39
2021-02-17,51270.86,52142.35
2021-02-18,51375.12,51760.01
2021-02-19,52709.99,54990.01
2021-02-22,54515.0,53581.69
2021-02-23,46359.14,45523.0
2021-02-24,50360.02,48959.93
2021-02-25,50299.0,49443.86
2021-02-26,46427.65,46959.17
2021-03-01,47722.42,48262.83
2021-03-02,48844.14,47467.43
2021-03-03,51665.83,50857.17
2021-03-04,49323.31,48000.36
2021-03-05,47478.86,49295.47
2021-03-08,50490.39,51310.82
2021-03-09,54235.88,54108.79
2021-03-10,54858.47,56739.4
2021-03-11,56233.42,56827.84
2021-03-12,56499.99,56942.41
2021-03-15,56150.8,56570.36
2021-03-16,55464.11,55731.36
2021-03-17,54840.01,57867.42
2021-03-18,58168.69,57293.79
2021-03-19,58831.34,58826.56
2021-03-22,57713.79,55524.99
2021-03-23,54249.8,55008.46
2021-03-24,56536.08,54736.53
2021-03-25,52163.2,52195.19
2021-03-26,52710.95,53778.55
2021-03-29,57854.14,57676.42
2021-03-30,59240.33,59060.0
2021-03-31,58015.02,58553.12
2021-04-01,58584.32,58918.99
2021-04-05,57756.36,59005.2
2021-04-06,58541.34,58225.0
2021-04-07,56320.47,56153.83
2021-04-08,56421.17,57734.94
2021-04-09,58527.2,58370.59
2021-04-12,60241.5,60090.41
2021-04-13,62942.21,62997.02
2021-04-14,64509.48,62150.04
2021-04-15,62359.11,63363.29
2021-04-16,60853.8,61713.43
2021-04-19,57107.41,55930.94
2021-04-20,56266.83,56572.44
2021-04-21,54563.36,55478.7
2021-04-22,54866.63,52923.54
2021-04-23,50070.36,50876.72
2021-04-26,53598.39,54036.19
2021-04-27,55152.43,54761.7
2021-04-28,54853.26,55411.97
2021-04-29,54300.16,52860.02
2021-04-30,54230.64,57007.38
2021-05-03,58657.64,57564.87
2021-05-04,56143.43,54541.13
2021-05-05,55108.95,57136.04
2021-05-06,57988.0,56128.42
2021-05-07,56464.74,57584.01
2021-05-10,58070.63,55733.76
2021-05-11,55210.47,56608.94
2021-05-12,56421.45,54432.39
2021-05-13,49777.01,48568.85
2021-05-14,50538.13,50138.09
2021-05-17,45733.55,44197.73
2021-05-18,45318.76,43262.71
2021-05-19,38700.0,39342.93
2021-05-20,40476.68,40116.04
2021-05-21,41124.3,36062.12
2021-05-24,37600.01,39606.1
